,"Aston Hill",,,,"Mold",,,,"Wrexham",,,,,,,,,
Date,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status
2002-07-19,No data,,No data,,No data,,No data,,36,V ugm-3,64,V ugm-3,2,V ugm-3,0.61,V mgm-3,No data
2002-07-20,No data,,No data,,No data,,No data,,11,V ugm-3,16,V ugm-3,No data,V ugm-3,0.22,V mgm-3,No data
2002-07-21,No data,,No data,,No data,,No data,,8,V ugm-3,11,V ugm-3,1,V ugm-3,0.15,V mgm-3,No data
2002-07-22,No data,,No data,,No data,,No data,,6,V ugm-3,10,V ugm-3,No data,V ugm-3,0.2,V mgm-3,No data
2002-07-23,No data,,No data,,No data,,No data,,4,V ugm-3,5,V ugm-3,No data,V ugm-3,0.18,V mgm-3,No data
2002-07-24,No data,,No data,,No data,,No data,,6,V ugm-3,8,V ugm-3,No data,V ugm-3,0.1,V mgm-3,No data
2002-07-25,No data,,No data,,No data,,No data,,4,V ugm-3,6,V ugm-3,0,V ugm-3,0.19,V mgm-3,No data
2002-07-26,No data,,No data,,No data,,No data,,22,V ugm-3,45,V ugm-3,6,V ugm-3,0.42,V mgm-3,No data
2002-07-27,No data,,No data,,No data,,No data,,13,V ugm-3,24,V ugm-3,0,V ugm-3,0.25,V mgm-3,No data
2002-07-28,No data,,No data,,No data,,No data,,9,V ugm-3,16,V ugm-3,0,V ugm-3,0.18,V mgm-3,No data
2002-07-29,No data,,No data,,No data,,No data,,21,V ugm-3,39,V ugm-3,No data,V ugm-3,0.32,V mgm-3,No data
2002-07-30,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,No data
2002-07-31,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,No data
2002-08-01,No data,,No data,,No data,,No data,,34,V ugm-3,81,V ugm-3,No data,V ugm-3,0.73,V mgm-3,No data
2002-08-02,No data,,No data,,No data,,No data,,34,V ugm-3,66,V ugm-3,No data,V ugm-3,0.52,V mgm-3,No data
2002-08-03,No data,,No data,,No data,,No data,,28,V ugm-3,44,V ugm-3,No data,V ugm-3,0.36,V mgm-3,No data
2002-08-04,No data,,No data,,No data,,No data,,16,V ugm-3,22,V ugm-3,No data,V ugm-3,0.39,V mgm-3,No data
2002-08-05,No data,,No data,,No data,,No data,,24,V ugm-3,36,V ugm-3,No data,V ugm-3,0.38,V mgm-3,No data
2002-08-06,No data,,No data,,No data,,No data,,25,V ugm-3,38,V ugm-3,No data,V ugm-3,0.4,V mgm-3,No data
2002-08-07,No data,,No data,,No data,,No data,,16,V ugm-3,33,V ugm-3,No data,V ugm-3,0.3,V mgm-3,No data
2002-08-08,No data,,No data,,No data,,No data,,27,V ugm-3,62,V ugm-3,No data,V ugm-3,0.54,V mgm-3,No data
2002-08-09,No data,,No data,,No data,,No data,,34,V ugm-3,61,V ugm-3,No data,V ugm-3,0.56,V mgm-3,No data
2002-08-10,No data,,No data,,No data,,No data,,15,V ugm-3,22,V ugm-3,No data,V ugm-3,0.28,V mgm-3,No data
2002-08-11,No data,,No data,,No data,,No data,,11,V ugm-3,20,V ugm-3,No data,V ugm-3,0.32,V mgm-3,No data
2002-08-12,No data,,No data,,No data,,No data,,6,V ugm-3,9,V ugm-3,No data,V ugm-3,0.11,V mgm-3,No data
2002-08-13,No data,,No data,,No data,,No data,,9,V ugm-3,21,V ugm-3,No data,V ugm-3,0.3,V mgm-3,No data
2002-08-14,No data,,No data,,No data,,No data,,17,V ugm-3,44,V ugm-3,No data,V ugm-3,0.41,V mgm-3,No data
2002-08-15,No data,,No data,,No data,,No data,,20,V ugm-3,34,V ugm-3,No data,V ugm-3,0.37,V mgm-3,No data
2002-08-16,No data,,No data,,No data,,No data,,29,V ugm-3,56,V ugm-3,No data,V ugm-3,0.47,V mgm-3,No data
2002-08-17,No data,,No data,,No data,,No data,,21,V ugm-3,37,V ugm-3,No data,V ugm-3,0.5,V mgm-3,No data
2002-08-18,No data,,No data,,No data,,No data,,11,V ugm-3,19,V ugm-3,No data,V ugm-3,0.32,V mgm-3,No data
2002-08-19,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,No data
2002-08-20,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,No data
2002-08-21,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,No data
2002-08-22,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,No data
2002-08-23,No data,,No data,,No data,,No data,,18,V ugm-3,32,V ugm-3,No data,V ugm-3,0.34,V mgm-3,No data
2002-08-24,No data,,No data,,No data,,No data,,14,V ugm-3,30,V ugm-3,No data,V ugm-3,0.35,V mgm-3,No data
2002-08-25,No data,,No data,,No data,,No data,,13,V ugm-3,24,V ugm-3,No data,V ugm-3,0.3,V mgm-3,No data
2002-08-26,No data,,No data,,No data,,No data,,13,V ugm-3,22,V ugm-3,No data,V ugm-3,0.22,V mgm-3,No data
2002-08-27,No data,,No data,,No data,,No data,,12,V ugm-3,22,V ugm-3,No data,V ugm-3,0.24,V mgm-3,No data
2002-08-28,No data,,No data,,No data,,No data,,18,V ugm-3,50,V ugm-3,No data,V ugm-3,0.38,V mgm-3,No data
2002-08-29,No data,,No data,,No data,,No data,,15,V ugm-3,29,V ugm-3,No data,V ugm-3,0.28,V mgm-3,No data
2002-08-30,No data,,No data,,No data,,No data,,10,V ugm-3,22,V ugm-3,No data,V ugm-3,0.22,V mgm-3,No data
2002-08-31,No data,,No data,,No data,,No data,,7,V ugm-3,10,V ugm-3,No data,V ugm-3,0.071,V mgm-3,No data
2002-09-01,No data,,No data,,No data,,No data,,16,V ugm-3,28,V ugm-3,No data,V ugm-3,0.29,V mgm-3,No data
2002-09-02,No data,,No data,,No data,,No data,,35,V ugm-3,69,V ugm-3,No data,V ugm-3,0.5,V mgm-3,No data
2002-09-03,No data,,No data,,No data,,No data,,45,V ugm-3,88,V ugm-3,9,V ugm-3,0.76,V mgm-3,No data
2002-09-04,No data,,No data,,No data,,No data,,36,V ugm-3,65,V ugm-3,11,V ugm-3,0.57,V mgm-3,No data
2002-09-05,No data,,No data,,No data,,No data,,17,V ugm-3,34,V ugm-3,1,V ugm-3,0.41,V mgm-3,No data
2002-09-06,No data,,No data,,No data,,No data,,18,V ugm-3,40,V ugm-3,1,V ugm-3,0.4,V mgm-3,No data
2002-09-07,No data,,No data,,No data,,No data,,11,V ugm-3,20,V ugm-3,0,V ugm-3,0.19,V mgm-3,No data
2002-09-08,No data,,No data,,No data,,No data,,22,V ugm-3,40,V ugm-3,0,V ugm-3,0.42,V mgm-3,No data
2002-09-09,No data,,No data,,No data,,No data,,28,V ugm-3,64,V ugm-3,7,V ugm-3,0.53,V mgm-3,No data
2002-09-10,No data,,No data,,No data,,No data,,26,V ugm-3,54,V ugm-3,2,V ugm-3,0.46,V mgm-3,No data
2002-09-11,No data,,No data,,No data,,No data,,40,V ugm-3,94,V ugm-3,10,V ugm-3,0.67,V mgm-3,No data
